from,to,requires,notes
rm_forest_core_1[101973],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Grappling_Hook | precise_movement | Ruby_Slippers | Rocket_Launcher | Shotgun | Sniper) + (Charge_Jump | Grappling_Hook_Upgrade | Rocket_Launcher | ((Grappling_Hook | Heavy_Ammo) + (Shotgun | Sniper))),
rm_forest_core_1[101976],rm_forest_core_1[101977],,
rm_forest_core_1[101976],rm_forest_core_1[101973],,
rm_forest_core_1[101976],rm_forest_core_1[101975],Charge_Jump | Grappling_Hook_Upgrade | Rocket_Launcher | ((Grappling_Hook | Heavy_Ammo) + (Shotgun | Sniper)),
rm_forest_core_1[101976],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Grappling_Hook | precise_movement | Ruby_Slippers | Rocket_Launcher | Shotgun | Sniper) + (Charge_Jump | Grappling_Hook_Upgrade | Rocket_Launcher | ((Grappling_Hook | Heavy_Ammo) + (Shotgun | Sniper))),
rm_forest_core_1[101975],rm_forest_core_1[101977],,
rm_forest_core_1[101975],rm_forest_core_1[101973],,
rm_forest_core_1[101975],rm_forest_core_1[101976],,
rm_forest_core_1[101975],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Grappling_Hook | precise_movement | Ruby_Slippers | Rocket_Launcher | Shotgun | Sniper),
rm_forest_core_1[101974],e_rm_forest_core_1_target,,
rm_forest_core_1[101974],rm_forest_core_1[101977],e_rm_forest_core_1_target,
rm_forest_core_1[101974],rm_forest_core_1[101973],e_rm_forest_core_1_target,
rm_forest_core_1[101974],rm_forest_core_1[101976],e_rm_forest_core_1_target,
rm_forest_core_1[101974],rm_forest_core_1[101975],e_rm_forest_core_1_target,
rm_forest_core_1[101976],rm_forest_branch_1_0[111528],,
rm_forest_core_1[101975],rm_forest_extra_1[111868],,
rm_forest_core_1[101974],rm_forest_core_2[102022],,
rm_forest_branch_1_0[111528],rm_forest_branch_1_0[111527],Grappling_Hook | (Shotgun + Rocket_Launcher) | (Heavy_Ammo + (Rocket_Launcher | (Shotgun + Sniper))),
rm_forest_branch_1_0[111527],rm_forest_branch_1_0[111528],Grappling_Hook | (Shotgun + Rocket_Launcher) | (Heavy_Ammo + (Rocket_Launcher | (Shotgun + Sniper))),
rm_forest_branch_1_0[111527],rm_forest_branch_1_1[111537],,
rm_forest_branch_1_1[111537],rm_forest_branch_1_1[111536],Grappling_Hook,
rm_forest_branch_1_1[111536],rm_forest_branch_1_1[111537],Grappling_Hook,
rm_forest_branch_1_1[111536],rm_forest_branch_1_2[111546],,
rm_forest_branch_1_2[111546],rm_forest_branch_1_2[111547],,
rm_forest_branch_1_2[111546],rm_forest_branch_1_2[111558],,
rm_forest_branch_1_2[111547],rm_forest_branch_1_2[111546],,
rm_forest_branch_1_2[111547],rm_forest_branch_1_2[111558],,
rm_forest_branch_1_2[111558],rm_forest_branch_1_2[111546],,
rm_forest_branch_1_2[111558],rm_forest_branch_1_2[111547],,
rm_forest_branch_1_2[111547],rm_forest_branch_1_3[111560],,
rm_forest_branch_1_2[111558],rm_forest_to_cata_0[101847],,
rm_forest_to_cata_0[101847],rm_forest_to_cata_0[101848],,
rm_forest_to_cata_0[101848],rm_forest_to_cata_0[101847],,
rm_forest_to_cata_0[101848],rm_forest_to_cata_1[102645],,
rm_forest_to_cata_1[102645],rm_forest_to_cata_1[102647],,
rm_forest_to_cata_1[102647],rm_forest_to_cata_1[102645],,
rm_forest_branch_1_3[111560],rm_forest_branch_1_3[111561],Grappling_Hook,
rm_forest_branch_1_3[111561],rm_forest_branch_1_3[111560],Grappling_Hook | Shotgun,
rm_forest_branch_1_3[111561],rm_forest_branch_1_4[111568],,
rm_forest_branch_1_4[111568],rm_forest_branch_1_4[111569],,
rm_forest_branch_1_4[111569],rm_forest_branch_1_4[111568],,
rm_forest_branch_1_4[111569],rm_forest_core_2[102019],,
rm_forest_core_2[102019],rm_forest_core_2[102022],,
rm_forest_core_2[102019],rm_forest_core_2[102020],,
rm_forest_core_2[102019],rm_forest_core_2[102021],e_rm_forest_core_2_target,
rm_forest_core_2[102022],rm_forest_core_2[102019],,
rm_forest_core_2[102022],rm_forest_core_2[102020],,
rm_forest_core_2[102022],rm_forest_core_2[102021],e_rm_forest_core_2_target,
rm_forest_core_2[102020],rm_forest_core_2[102019],,
rm_forest_core_2[102020],rm_forest_core_2[102022],,
rm_forest_core_2[102020],rm_forest_core_2[102021],e_rm_forest_core_2_target,
rm_forest_core_2[102021],e_rm_forest_core_2_target,,
rm_forest_core_2[102021],rm_forest_core_2[102019],e_rm_forest_core_2_target,
rm_forest_core_2[102021],rm_forest_core_2[102022],e_rm_forest_core_2_target,
rm_forest_core_2[102021],rm_forest_core_2[102020],e_rm_forest_core_2_target,
rm_forest_core_2[102021],rm_forest_core_3[111506],,
rm_forest_core_2[102020],rm_forest_branch_2_0[111593],,
rm_forest_branch_2_0[111593],rm_forest_branch_2_0[111594],Grappling_Hook_Upgrade | (Shotgun + Rocket_Launcher) | (Grappling_Hook + (Shotgun | Rocket_Launcher)),
rm_forest_branch_2_0[111594],rm_forest_branch_2_0[111593],Grappling_Hook_Upgrade | (Shotgun + Rocket_Launcher) | (Grappling_Hook + (Shotgun | Rocket_Launcher)),
rm_forest_branch_2_0[111594],rm_forest_branch_2_1[111605],,
rm_forest_branch_2_1[111605],rm_forest_branch_2_1[111604],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_2_1[111605],rm_forest_branch_2_1[111603],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_2_1[111604],rm_forest_branch_2_1[111605],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_2_1[111604],rm_forest_branch_2_1[111603],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_2_1[111603],rm_forest_branch_2_1[111605],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_2_1[111603],rm_forest_branch_2_1[111604],,
rm_forest_branch_2_1[111604],rm_forest_branch_2_2[111621],,
rm_forest_branch_2_2[111621],Living Quarters Fae Silver (Bottom Left),Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_2_1[111603],rm_forest_branch_2_3[111637],,
rm_forest_branch_2_3[111637],rm_forest_branch_2_3[111638],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_2_3[111637],rm_forest_branch_2_3[111659],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_2_3[111638],rm_forest_branch_2_3[111637],,
rm_forest_branch_2_3[111638],rm_forest_branch_2_3[111659],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_2_3[111659],rm_forest_branch_2_3[111637],,
rm_forest_branch_2_3[111659],rm_forest_branch_2_3[111638],,
rm_forest_branch_2_3[111659],rm_forest_branch_2_6[112040],,
rm_forest_branch_2_6[112040],Living Quarters Fae Silver (Top Right),Grappling_Hook_Upgrade | (Charge_Jump + Rocket_Launcher + Shotgun) | (Grappling_Hook + (Rocket_Launcher | Shotgun)),
rm_forest_branch_2_3[111638],rm_forest_branch_2_4[111667],,
rm_forest_branch_2_4[111667],rm_forest_branch_2_4[111666],,
rm_forest_branch_2_4[111666],rm_forest_branch_2_4[111667],,
rm_forest_branch_2_4[111666],rm_forest_branch_2_5[111691],,
rm_forest_branch_2_5[111691],rm_forest_branch_2_5[111690],,
rm_forest_branch_2_5[111690],rm_forest_branch_2_5[111691],,
rm_forest_branch_2_5[111690],rm_forest_core_3[111504],,
rm_forest_core_3[111504],rm_forest_core_3[111506],,
rm_forest_core_3[111504],rm_forest_core_3[111503],,
rm_forest_core_3[111504],rm_forest_core_3[111505],e_rm_forest_core_3_target + (Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper),
rm_forest_core_3[111506],rm_forest_core_3[111504],,
rm_forest_core_3[111506],rm_forest_core_3[111503],,
rm_forest_core_3[111506],rm_forest_core_3[111505],e_rm_forest_core_3_target + (Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper),
rm_forest_core_3[111503],rm_forest_core_3[111504],,
rm_forest_core_3[111503],rm_forest_core_3[111506],,
rm_forest_core_3[111503],rm_forest_core_3[111505],e_rm_forest_core_3_target + (Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper),
rm_forest_core_3[111505],e_rm_forest_core_3_target,,
rm_forest_core_3[111505],rm_forest_core_3[111504],e_rm_forest_core_3_target,
rm_forest_core_3[111505],rm_forest_core_3[111506],e_rm_forest_core_3_target,
rm_forest_core_3[111505],rm_forest_core_3[111503],e_rm_forest_core_3_target,
rm_forest_core_3[111505],rm_forest_core_4[102050],,
rm_forest_core_3[111503],rm_forest_branch_3_0[111709],,
rm_forest_branch_3_0[111709],rm_forest_branch_3_0[111710],Grappling_Hook | Charge_Jump | (Grenade + grenade_boost) | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_3_0[111710],rm_forest_branch_3_0[111709],,
rm_forest_branch_3_0[111710],rm_forest_branch_3_1[111723],,
rm_forest_branch_3_1[111723],rm_forest_branch_3_1[111726],Grappling_Hook | Charge_Jump | (Grenade + grenade_boost) | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_3_1[111726],rm_forest_branch_3_1[111723],,
rm_forest_branch_3_1[111726],rm_forest_branch_3_2[111742],,
rm_forest_branch_3_2[111742],rm_forest_branch_3_2[111743],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_forest_branch_3_2[111742],rm_forest_branch_3_2[111754],(Grappling_Hook | (Shotgun + Rocket_Launcher)) + (Grappling_Hook_Upgrade | (Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + (Shotgun | Rocket_Launcher | Sniper))),
rm_forest_branch_3_2[111743],rm_forest_branch_3_2[111742],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_forest_branch_3_2[111743],rm_forest_branch_3_2[111754],Grappling_Hook_Upgrade | (Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + (Shotgun | Rocket_Launcher | Sniper)),
rm_forest_branch_3_2[111754],rm_forest_branch_3_2[111742],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_forest_branch_3_2[111754],rm_forest_branch_3_2[111743],,
rm_forest_branch_3_2[111754],rm_forest_lilly[112191],,
rm_forest_lilly[112191],Living Quarters Lucky Clover Pearl,,TODO check
rm_forest_branch_3_2[111743],rm_forest_branch_3_1[111725],,
rm_forest_branch_3_1[111725],rm_forest_branch_3_1[111724],,
rm_forest_branch_3_1[111724],rm_forest_branch_3_1[111725],,
rm_forest_branch_3_1[111724],rm_forest_branch_3_3[111755],,
rm_forest_branch_3_3[111755],rm_forest_branch_3_3[111756],,
rm_forest_branch_3_3[111756],rm_forest_branch_3_3[111755],Grappling_Hook | Charge_Jump | (Grenade + grenade_boost) | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_3_3[111756],rm_forest_core_4[102048],,
rm_forest_core_4[102048],rm_forest_core_4[102050],,
rm_forest_core_4[102048],rm_forest_core_4[102047],,
rm_forest_core_4[102048],rm_forest_core_4[102046],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_forest_core_4[102048],rm_forest_core_4[102051],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_forest_core_4[102050],rm_forest_core_4[102048],,
rm_forest_core_4[102050],rm_forest_core_4[102047],,
rm_forest_core_4[102050],rm_forest_core_4[102046],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_forest_core_4[102050],rm_forest_core_4[102051],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_forest_core_4[102047],rm_forest_core_4[102048],,
rm_forest_core_4[102047],rm_forest_core_4[102050],,
rm_forest_core_4[102047],rm_forest_core_4[102046],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_forest_core_4[102047],rm_forest_core_4[102051],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_forest_core_4[102046],rm_forest_core_4[102048],,
rm_forest_core_4[102046],rm_forest_core_4[102050],,
rm_forest_core_4[102046],rm_forest_core_4[102047],,
rm_forest_core_4[102046],rm_forest_core_4[102051],,
rm_forest_core_4[102051],rm_forest_core_4[102048],,
rm_forest_core_4[102051],rm_forest_core_4[102050],,
rm_forest_core_4[102051],rm_forest_core_4[102047],,
rm_forest_core_4[102051],rm_forest_core_4[102046],,
rm_forest_core_4[102047],rm_forest_core_5[101757],,
rm_forest_core_4[102051],rm_forest_extra_2[111904],,
rm_forest_extra_2[111904],rm_forest_extra_2[111921],Grappling_Hook_Upgrade | Shotgun,
rm_forest_extra_2[111904],Living Quarters Wing Clipper,Grappling_Hook_Upgrade | Shotgun,
rm_forest_extra_2[111921],rm_forest_extra_2[111904],Rocket_Launcher | Shotgun,
rm_forest_extra_2[111921],Living Quarters Wing Clipper,,
rm_forest_extra_2[111921],rm_forest_core_5[101791],,
rm_forest_core_4[102046],rm_forest_branch_4_0[111774],,
rm_forest_branch_4_0[111774],rm_forest_branch_4_0[111773],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_4_0[111774],rm_forest_branch_4_0[111788],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper,
rm_forest_branch_4_0[111773],rm_forest_branch_4_0[111774],,
rm_forest_branch_4_0[111773],rm_forest_branch_4_0[111788],,
rm_forest_branch_4_0[111788],rm_forest_branch_4_0[111774],,
rm_forest_branch_4_0[111788],rm_forest_branch_4_0[111773],,
rm_forest_branch_4_0[111788],rm_forest_extra_3[111922],,
rm_forest_extra_3[111922],Living Quarters MP UP,Grappling_Hook_Upgrade,
rm_forest_branch_4_0[111773],rm_forest_branch_4_1[111789],,
rm_forest_branch_4_1[111789],rm_forest_branch_4_1[111790],,
rm_forest_branch_4_1[111789],rm_forest_branch_4_1[111792],,
rm_forest_branch_4_1[111790],rm_forest_branch_4_1[111789],,
rm_forest_branch_4_1[111790],rm_forest_branch_4_1[111792],,
rm_forest_branch_4_1[111792],rm_forest_branch_4_1[111789],,
rm_forest_branch_4_1[111792],rm_forest_branch_4_1[111790],,
rm_forest_branch_4_1[111790],rm_forest_branch_4_2[111797],,
rm_forest_branch_4_1[111792],rm_forest_branch_4_3[111818],,
rm_forest_branch_4_3[111818],rm_forest_branch_4_3[111820],,
rm_forest_branch_4_3[111818],rm_forest_branch_4_3[111825],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111825],e_rm_forest_branch_4_3_target,,
rm_forest_branch_4_3[111825],rm_forest_branch_4_3[111818],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111825],rm_forest_branch_4_3[111820],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111820],rm_forest_branch_4_3[111818],,
rm_forest_branch_4_3[111820],rm_forest_branch_4_3[111825],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111825],rm_forest_to_rain[103708],,
rm_forest_to_rain[103704],rm_forest_to_rain[103708],Infinite_Grapple | (((Grappling_Hook + precise_grapple) | Grappling_Hook_Upgrade) + (Shotgun | Rocket_Launcher)) | (Grappling_Hook + Grenade + grenade_boost),
rm_forest_to_rain[103704],Living Quarters Flag,Infinite_Grapple | (((Grappling_Hook + precise_grapple) | Grappling_Hook_Upgrade) + (Shotgun | Rocket_Launcher)) | (Grappling_Hook + Grenade + grenade_boost),
rm_forest_to_rain[103708],rm_forest_to_rain[103704],Infinite_Grapple | (((Grappling_Hook + precise_grapple) | Grappling_Hook_Upgrade) + (Shotgun | Rocket_Launcher)) | (Grappling_Hook + Grenade + grenade_boost),
rm_forest_to_rain[103708],Living Quarters Flag,,
rm_forest_branch_4_3[111820],rm_forest_branch_4_2[111800],,
rm_forest_branch_4_2[111800],rm_forest_branch_4_2[111797],,
rm_forest_branch_4_2[111800],rm_forest_branch_4_2[111798],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_4_2[111797],rm_forest_branch_4_2[111800],,
rm_forest_branch_4_2[111797],rm_forest_branch_4_2[111798],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_forest_branch_4_2[111798],rm_forest_branch_4_2[111800],,
rm_forest_branch_4_2[111798],rm_forest_branch_4_2[111797],,
rm_forest_branch_4_2[111798],rm_forest_core_5[101760],,
rm_forest_core_5[101760],e_rm_forest_core_5_target,,
rm_forest_core_5[101760],rm_forest_core_5[101757],e_rm_forest_core_5_target,
rm_forest_core_5[101760],rm_forest_core_5[101758],,
rm_forest_core_5[101760],rm_forest_core_5[101791],e_rm_forest_core_5_target + (Charge_Jump + (Rocket_Launcher | (Heavy_Ammo + (Shotgun | Sniper)))),
rm_forest_core_5[101757],rm_forest_core_5[101760],e_rm_forest_core_5_target,
rm_forest_core_5[101757],rm_forest_core_5[101758],e_rm_forest_core_5_target,
rm_forest_core_5[101757],rm_forest_core_5[101791],Charge_Jump + (Rocket_Launcher | (Heavy_Ammo + (Shotgun | Sniper))),
rm_forest_core_5[101791],rm_forest_core_5[101760],e_rm_forest_core_5_target,
rm_forest_core_5[101791],rm_forest_core_5[101757],,
rm_forest_core_5[101791],rm_forest_core_5[101758],e_rm_forest_core_5_target,
rm_forest_core_5[101758],e_rm_forest_core_5_target,,
rm_forest_core_5[101758],rm_forest_core_5[101760],,
rm_forest_core_5[101758],rm_forest_core_5[101757],e_rm_forest_core_5_target,
rm_forest_core_5[101758],rm_forest_core_5[101791],e_rm_forest_core_5_target + (Charge_Jump + (Rocket_Launcher | (Heavy_Ammo + (Shotgun | Sniper)))),
rm_forest_core_5[101758],rm_forest_core_6[101868],,
rm_forest_core_6[101868],rm_forest_core_6[101872],,
rm_forest_core_6[101868],rm_forest_core_6[101869],e_rm_forest_core_6_target,
rm_forest_core_6[101868],rm_forest_core_6[101867],e_rm_forest_core_6_target,
rm_forest_core_6[101872],rm_forest_core_6[101868],,
rm_forest_core_6[101872],rm_forest_core_6[101869],e_rm_forest_core_6_target,
rm_forest_core_6[101872],rm_forest_core_6[101867],e_rm_forest_core_6_target,
rm_forest_core_6[101869],e_rm_forest_core_6_target,,
rm_forest_core_6[101869],rm_forest_core_6[101867],,
rm_forest_core_6[101869],rm_forest_core_6[101868],e_rm_forest_core_6_target,
rm_forest_core_6[101869],rm_forest_core_6[101872],e_rm_forest_core_6_target,
rm_forest_core_6[101867],e_rm_forest_core_6_target,,
rm_forest_core_6[101867],rm_forest_core_6[101869],,
rm_forest_core_6[101867],rm_forest_core_6[101868],e_rm_forest_core_6_target,
rm_forest_core_6[101867],rm_forest_core_6[101872],e_rm_forest_core_6_target,
rm_forest_core_6[101867],rm_forest_boss[111970],,
rm_forest_core_6[101869],rm_forest_branch_5_2[112101],,
rm_forest_core_6[101872],rm_forest_branch_5_0[112054],,
rm_forest_branch_5_0[112054],rm_forest_branch_5_0[112055],Charge_Jump | Grappling_Hook_Upgrade | Rocket_Launcher | (Shotgun + (Sniper | Heavy_Ammo)),
rm_forest_branch_5_0[112055],rm_forest_branch_5_0[112054],,
rm_forest_branch_5_0[112055],rm_forest_branch_5_1[112073],,
rm_forest_branch_5_1[112073],rm_forest_branch_5_1[112074],,
rm_forest_branch_5_1[112074],rm_forest_branch_5_1[112073],,
rm_forest_branch_5_1[112074],rm_forest_branch_5_2[112100],,
rm_forest_branch_5_2[112100],rm_forest_branch_5_2[112101],Grappling_Hook | Rocket_Launcher | (Shotgun + (Sniper | Heavy_Ammo)),
rm_forest_branch_5_2[112101],rm_forest_branch_5_2[112100],(Shotgun + Rocket_Launcher) | (Grappling_Hook_Upgrade + (Rocket_Launcher | Shotgun)),
rm_forest_boss[111970],rm_forest_boss[111971],,TODO boss logic
rm_forest_boss[111971],rm_forest_boss[111970],,TODO boss logic
rm_forest_boss[111971],rm_forest_boss_after[112011],,
rm_forest_boss_after[112011],rm_forest_boss_after[112013],,
rm_forest_boss_after[112011],rm_forest_boss_after[112017],,
rm_forest_boss_after[112011],rm_forest_boss_after[112012],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper | (Grenade + grenade_boost),
rm_forest_boss_after[112013],rm_forest_boss_after[112011],,
rm_forest_boss_after[112013],rm_forest_boss_after[112017],,
rm_forest_boss_after[112013],rm_forest_boss_after[112012],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper | (Grenade + grenade_boost),
rm_forest_boss_after[112017],rm_forest_boss_after[112011],,
rm_forest_boss_after[112017],rm_forest_boss_after[112013],,
rm_forest_boss_after[112017],rm_forest_boss_after[112012],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper | (Grenade + grenade_boost),
rm_forest_boss_after[112012],rm_forest_boss_after[112011],,
rm_forest_boss_after[112012],rm_forest_boss_after[112013],,
rm_forest_boss_after[112012],rm_forest_boss_after[112017],,
rm_forest_boss_after[112012],rm_forest_extra_4[111940],,
rm_forest_extra_4[111940],Living Quarters Bolt Dispenser,,
rm_forest_boss_after[112017],rm_forest_boss_after_to_side[112131],,
rm_forest_boss_after[112013],rm_forest_boss_after_shortcut[112019],,
rm_forest_boss_after_shortcut[112019],rm_forest_boss_after_shortcut[112020],,
rm_forest_boss_after_shortcut[112020],rm_forest_boss_after_shortcut[112019],,
rm_forest_boss_after_shortcut[112020],rm_hell_to_forest[112161],,
rm_forest_boss_after_to_side[112131],e_rm_forest_boss_after_to_side_target,,
rm_forest_boss_after_to_side[112131],rm_forest_boss_after_to_side[112133],e_rm_forest_boss_after_to_side_target + (Grappling_Hook | Shotgun | Rocket_Launcher | Sniper),
rm_forest_boss_after_to_side[112133],rm_forest_boss_after_to_side[112131],e_rm_forest_boss_after_to_side_target + (Grappling_Hook | Shotgun | Rocket_Launcher | Sniper),
rm_meadow_to_snow_3[102914],rm_meadow_to_snow_3[102909],,
rm_meadow_to_snow_3[102909],rm_meadow_to_snow_3[102914],,
rm_meadow_to_snow_3[102909],rm_meadow_to_snow_2[102898],,
rm_meadow_to_snow_2[102898],rm_meadow_to_snow_2[102899],,
rm_meadow_to_snow_2[102899],rm_meadow_to_snow_2[102898],,
rm_meadow_to_snow_2[102899],rm_meadow_to_snow_1[102890],,
rm_meadow_to_snow_1[102890],rm_meadow_to_snow_1[102891],,
rm_meadow_to_snow_1[102891],rm_meadow_to_snow_1[102890],,
rm_meadow_to_snow_1[102891],rm_meadow_to_snow_0[102880],,
rm_meadow_to_snow_0[102880],rm_meadow_to_snow_0[102881],,
rm_meadow_to_snow_0[102880],rm_meadow_to_snow_0[102882],,
rm_meadow_to_snow_0[102880],Smoked Forest Titania's Protection,,
rm_meadow_to_snow_0[102881],rm_meadow_to_snow_0[102880],,
rm_meadow_to_snow_0[102881],rm_meadow_to_snow_0[102882],,
rm_meadow_to_snow_0[102881],Smoked Forest Titania's Protection,,
rm_meadow_to_snow_0[102882],rm_meadow_to_snow_0[102880],,
rm_meadow_to_snow_0[102882],rm_meadow_to_snow_0[102881],,
rm_meadow_to_snow_0[102882],Smoked Forest Titania's Protection,,
rm_meadow_to_snow_0[102882],rm_4_hidden_to_mount[102916],,
rm_4_hidden_to_mount[102916],rm_4_hidden_to_mount[102915],Grenade | Rocket_Launcher,
rm_4_hidden_to_mount[102915],rm_4_hidden_to_mount[102916],Grenade | Rocket_Launcher,
rm_4_hidden_to_mount[102915],rm_mount_3_alt[101251],,
rm_mount_3_alt[101251],rm_mount_3_alt[101248],,
rm_mount_3_alt[101251],rm_mount_3_alt[101252],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_mount_3_alt[101251],rm_mount_3_alt[101249],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_mount_3_alt[101248],rm_mount_3_alt[101251],,
rm_mount_3_alt[101248],rm_mount_3_alt[101252],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_mount_3_alt[101248],rm_mount_3_alt[101249],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_mount_3_alt[101252],rm_mount_3_alt[101251],,
rm_mount_3_alt[101252],rm_mount_3_alt[101248],,
rm_mount_3_alt[101252],rm_mount_3_alt[101249],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_mount_3_alt[101249],rm_mount_3_alt[101251],,
rm_mount_3_alt[101249],rm_mount_3_alt[101248],,
rm_mount_3_alt[101249],rm_mount_3_alt[101252],Grappling_Hook | Shotgun | Rocket_Launcher,
rm_mount_3_alt[101252],rm_mount_3_alt_hidden[103096],,
rm_mount_3_alt_hidden[103096],Smoked Forest Fae Silver (Bottom Left),Grappling_Hook | (Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + Sniper),
rm_mount_3_alt[101248],rm_mount_3_alt_2[101263],,
rm_mount_3_alt[101249],rm_mount_3[101216],,
rm_mount_3_alt_2[101263],rm_mount_3_alt_2[101288],,
rm_mount_3_alt_2[101263],rm_mount_3_alt_2[101262],,
rm_mount_3_alt_2[101288],rm_mount_3_alt_2[101263],,
rm_mount_3_alt_2[101288],rm_mount_3_alt_2[101262],,
rm_mount_3_alt_2[101262],rm_mount_3_alt_2[101263],,
rm_mount_3_alt_2[101262],rm_mount_3_alt_2[101288],,
rm_mount_3_alt_2[101262],rm_mount_2[104961],,
rm_mount_2[104961],rm_mount_2[104960],,
rm_mount_2[104961],rm_mount_2[104959],Grappling_Hook | Shotgun | Rocket_Launcher | Sniper,
rm_mount_2[104960],rm_mount_2[104961],,
rm_mount_2[104960],rm_mount_2[104959],Grappling_Hook | Shotgun | Rocket_Launcher | Sniper,
rm_mount_2[104959],rm_mount_2[104961],,
rm_mount_2[104959],rm_mount_2[104960],,
rm_mount_2[104959],rm_mount_3[101217],,
rm_mount_2[104960],rm_mount_1[104958],,
rm_mount_1[104958],rm_mount_1[104957],Grappling_Hook_Upgrade | (Grappling_Hook + (Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)))),
rm_mount_1[104957],rm_mount_1[104958],Grappling_Hook,
rm_mount_1[104957],rm_mount_0[104952],,
rm_mount_0[104952],rm_mount_0[104951],Grappling_Hook | (Shotgun + Rocket_Launcher),
rm_mount_0[104951],rm_mount_0[104952],Grappling_Hook,
rm_mount_0[104951],rm_mount_begin[101301],,
rm_mount_begin[101301],rm_mount_begin[101293],,
rm_mount_begin[101301],rm_mount_begin[101292],,
rm_mount_begin[101293],rm_mount_begin[101301],,
rm_mount_begin[101293],rm_mount_begin[101292],,
rm_mount_begin[101292],rm_mount_begin[101301],,
rm_mount_begin[101292],rm_mount_begin[101293],,
rm_mount_begin[101293],rm_mount_alt_begin[101304],,
rm_mount_begin[101292],rm_mount_intro_1[101473],,
rm_mount_intro_1[101473],rm_mount_intro_1[101466],,
rm_mount_intro_1[101466],rm_mount_intro_1[101473],,
rm_mount_intro_1[101466],rm_mount_intro_begin[101518],,
rm_mount_intro_begin[101518],rm_mount_intro_begin[101519],,
rm_mount_intro_begin[101518],Smoked Forest MP UP,Grappling_Hook | (Charge_Jump + (Shotgun | Sniper)) | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_mount_intro_begin[101519],rm_mount_intro_begin[101518],,
