from,to,requires,notes
rm_forest_tutorial_3[111465],rm_forest_tutorial_3[111463],e_rm_forest_tutorial_3_target + (((precise_movement | Heavy_Ammo) + Jump{1}) | Jump{2} | Flying),
rm_forest_tutorial_3[111465],rm_forest_cafe_0[109344],,
rm_forest_cafe_0[109344],rm_forest_cafe_0[109346],,
rm_forest_cafe_0[109344],rm_forest_cafe_0[109347],,
rm_forest_cafe_0[109344],rm_forest_cafe_0[109345],,
rm_forest_cafe_0[109346],rm_forest_cafe_0[109344],,
rm_forest_cafe_0[109346],rm_forest_cafe_0[109347],,
rm_forest_cafe_0[109346],rm_forest_cafe_0[109345],,
rm_forest_cafe_0[109347],rm_forest_cafe_0[109344],,
rm_forest_cafe_0[109347],rm_forest_cafe_0[109346],,
rm_forest_cafe_0[109347],rm_forest_cafe_0[109345],,
rm_forest_cafe_0[109345],rm_forest_cafe_0[109344],,
rm_forest_cafe_0[109345],rm_forest_cafe_0[109346],,
rm_forest_cafe_0[109345],rm_forest_cafe_0[109347],,
rm_forest_cafe_0[109346],rm_forest_cafe_3[109392],,
rm_forest_cafe_3[109392],Living Quarters HP UP,,
rm_forest_cafe_3[109392],e_nell_3,e_nell_2,
rm_forest_cafe_0[109345],rm_forest_cafe_1[109355],,
rm_forest_cafe_0[109347],rm_forest_core_0[101942],,
rm_forest_cafe_1[109355],e_shopkeeper_climb,Jump{2} | (Jump{1} + (Charge_Jump + Heavy_Ammo)),
rm_forest_cafe_1[109355],rm_forest_cafe_1[109356],e_shopkeeper_climb,
rm_forest_cafe_1[109356],rm_forest_cafe_1[109355],e_shopkeeper_climb,
rm_forest_cafe_1[109356],rm_forest_cafe_2[109373],,
rm_forest_cafe_2[109373],Living Quarters Cracked Monocle,,
rm_forest_core_0[101942],rm_forest_core_0[101945],,
rm_forest_core_0[101942],rm_forest_core_0[101971],e_rm_forest_core_0_target,
rm_forest_core_0[101942],rm_forest_core_0[101941],e_rm_forest_core_0_target,
rm_forest_core_0[101942],rm_forest_core_0[101947],e_rm_forest_core_0_target,
rm_forest_core_0[101945],rm_forest_core_0[101942],,
rm_forest_core_0[101945],rm_forest_core_0[101971],e_rm_forest_core_0_target,
rm_forest_core_0[101945],rm_forest_core_0[101941],e_rm_forest_core_0_target,
rm_forest_core_0[101945],rm_forest_core_0[101947],e_rm_forest_core_0_target,
rm_forest_core_0[101971],e_rm_forest_core_0_target,,
rm_forest_core_0[101971],rm_forest_core_0[101942],e_rm_forest_core_0_target,
rm_forest_core_0[101971],rm_forest_core_0[101945],e_rm_forest_core_0_target,
rm_forest_core_0[101971],rm_forest_core_0[101941],,
rm_forest_core_0[101971],rm_forest_core_0[101947],,
rm_forest_core_0[101941],e_rm_forest_core_0_target,,
rm_forest_core_0[101941],rm_forest_core_0[101942],e_rm_forest_core_0_target,
rm_forest_core_0[101941],rm_forest_core_0[101945],e_rm_forest_core_0_target,
rm_forest_core_0[101941],rm_forest_core_0[101971],,
rm_forest_core_0[101941],rm_forest_core_0[101947],,
rm_forest_core_0[101947],e_rm_forest_core_0_target,,
rm_forest_core_0[101947],rm_forest_core_0[101942],e_rm_forest_core_0_target,
rm_forest_core_0[101947],rm_forest_core_0[101945],e_rm_forest_core_0_target,
rm_forest_core_0[101947],rm_forest_core_0[101971],,
rm_forest_core_0[101947],rm_forest_core_0[101941],,
rm_forest_core_0[101945],rm_forest_branch_0_0[102395],,
rm_forest_core_0[101947],rm_forest_extra_0[111847],,
rm_forest_extra_0[111847],Living Quarters TP UP,Jump{1},
rm_forest_core_0[101971],rm_titanias_head[109247],,
rm_titanias_head[109247],Living Quarters Titania Piece (Head),e_tea_party,
rm_forest_core_0[101941],rm_forest_core_1[101973],,
rm_forest_branch_0_0[102395],rm_forest_branch_0_0[102396],Flying | Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_branch_0_0[102396],rm_forest_branch_0_0[102395],Flying | Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_branch_0_0[102396],rm_forest_branch_0_1[101792],,
rm_forest_branch_0_1[101792],rm_forest_branch_0_1[101793],,
rm_forest_branch_0_1[101793],rm_forest_branch_0_1[101792],,
rm_forest_branch_0_1[101793],rm_forest_branch_0_2[102572],,
rm_forest_branch_0_2[102572],rm_forest_branch_0_2[102573],Charge_Jump | Jump{1},
rm_forest_branch_0_2[102573],rm_forest_branch_0_2[102572],,
rm_forest_branch_0_2[102573],rm_forest_branch_0_3[102616],,
rm_forest_branch_0_3[102616],rm_forest_branch_0_3[102617],,
rm_forest_branch_0_3[102617],rm_forest_branch_0_3[102616],,
rm_forest_branch_0_3[102617],rm_forest_branch_0_4[102631],,
rm_forest_branch_0_4[102631],rm_forest_branch_0_4[102632],,
rm_forest_branch_0_4[102632],rm_forest_branch_0_4[102631],,
rm_forest_branch_0_4[102632],rm_forest_core_1[101977],,
rm_forest_core_1[101977],rm_forest_core_1[101973],,
rm_forest_core_1[101977],rm_forest_core_1[101976],,101977:R  101973:B  101976:LB  101975:LT  101974:T
rm_forest_core_1[101977],rm_forest_core_1[101975],Charge_Jump | Jump{1},R>LT
rm_forest_core_1[101977],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Jump{1} | (Charge_Jump + (Heavy_Ammo | precise_movement | Ruby_Slippers))),R>T
rm_forest_core_1[101973],rm_forest_core_1[101977],,
rm_forest_core_1[101973],rm_forest_core_1[101976],,
rm_forest_core_1[101973],rm_forest_core_1[101975],Charge_Jump | Jump{1},B>LT
rm_forest_core_1[101973],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Jump{1} | (Charge_Jump + (Heavy_Ammo | precise_movement | Ruby_Slippers))),B>T
rm_forest_core_1[101976],rm_forest_core_1[101977],,
rm_forest_core_1[101976],rm_forest_core_1[101973],,
rm_forest_core_1[101976],rm_forest_core_1[101975],Charge_Jump | Jump{1},LB>LT
rm_forest_core_1[101976],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Jump{1} | (Charge_Jump + (Heavy_Ammo | precise_movement | Ruby_Slippers))),LB>T
rm_forest_core_1[101975],rm_forest_core_1[101977],,
rm_forest_core_1[101975],rm_forest_core_1[101973],,
rm_forest_core_1[101975],rm_forest_core_1[101976],,
rm_forest_core_1[101975],rm_forest_core_1[101974],e_rm_forest_core_1_target + (Jump{1} | Heavy_Ammo | precise_movement | Ruby_Slippers),LT>T
rm_forest_core_1[101974],e_rm_forest_core_1_target,,
rm_forest_core_1[101974],rm_forest_core_1[101977],e_rm_forest_core_1_target,
rm_forest_core_1[101974],rm_forest_core_1[101973],e_rm_forest_core_1_target,
rm_forest_core_1[101974],rm_forest_core_1[101976],e_rm_forest_core_1_target,
rm_forest_core_1[101974],rm_forest_core_1[101975],e_rm_forest_core_1_target,
rm_forest_core_1[101976],rm_forest_branch_1_0[111528],,
rm_forest_core_1[101975],rm_forest_extra_1[111868],,
rm_forest_core_1[101974],rm_forest_core_2[102022],,
rm_forest_branch_1_0[111528],rm_forest_branch_1_0[111527],Jump{2} | Flying | (Jump{1} + Heavy_Ammo),
rm_forest_branch_1_0[111527],rm_forest_branch_1_0[111528],Jump{2} | Flying | (Jump{1} + Heavy_Ammo),
rm_forest_branch_1_0[111527],rm_forest_branch_1_1[111537],,
rm_forest_branch_1_1[111537],rm_forest_branch_1_1[111536],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_branch_1_1[111536],rm_forest_branch_1_1[111537],Jump{1},
rm_forest_branch_1_1[111536],rm_forest_branch_1_2[111546],,
rm_forest_branch_1_2[111546],rm_forest_branch_1_2[111547],,
rm_forest_branch_1_2[111546],rm_forest_branch_1_2[111558],,
rm_forest_branch_1_2[111547],rm_forest_branch_1_2[111546],,
rm_forest_branch_1_2[111547],rm_forest_branch_1_2[111558],,
rm_forest_branch_1_2[111558],rm_forest_branch_1_2[111546],,
rm_forest_branch_1_2[111558],rm_forest_branch_1_2[111547],,
rm_forest_branch_1_2[111547],rm_forest_branch_1_3[111560],,
rm_forest_branch_1_2[111558],rm_forest_to_cata_0[101847],,
rm_forest_to_cata_0[101847],rm_forest_to_cata_0[101848],,
rm_forest_to_cata_0[101848],rm_forest_to_cata_0[101847],,
rm_forest_to_cata_0[101848],rm_forest_to_cata_1[102645],,
rm_forest_to_cata_1[102645],rm_forest_to_cata_1[102647],,
rm_forest_to_cata_1[102647],rm_forest_to_cata_1[102645],,
rm_forest_branch_1_3[111560],rm_forest_branch_1_3[111561],Jump{1},
rm_forest_branch_1_3[111561],rm_forest_branch_1_3[111560],Jump{1},
rm_forest_branch_1_3[111561],rm_forest_branch_1_4[111568],,
rm_forest_branch_1_4[111568],rm_forest_branch_1_4[111569],,
rm_forest_branch_1_4[111569],rm_forest_branch_1_4[111568],,
rm_forest_branch_1_4[111569],rm_forest_core_2[102019],,
rm_forest_core_2[102019],rm_forest_core_2[102022],,
rm_forest_core_2[102019],rm_forest_core_2[102020],,
rm_forest_core_2[102019],rm_forest_core_2[102021],e_rm_forest_core_2_target,
rm_forest_core_2[102022],rm_forest_core_2[102019],,
rm_forest_core_2[102022],rm_forest_core_2[102020],,
rm_forest_core_2[102022],rm_forest_core_2[102021],e_rm_forest_core_2_target,
rm_forest_core_2[102020],rm_forest_core_2[102019],,
rm_forest_core_2[102020],rm_forest_core_2[102022],,
rm_forest_core_2[102020],rm_forest_core_2[102021],e_rm_forest_core_2_target,
rm_forest_core_2[102021],e_rm_forest_core_2_target,,
rm_forest_core_2[102021],rm_forest_core_2[102019],e_rm_forest_core_2_target,
rm_forest_core_2[102021],rm_forest_core_2[102022],e_rm_forest_core_2_target,
rm_forest_core_2[102021],rm_forest_core_2[102020],e_rm_forest_core_2_target,
rm_forest_core_2[102021],rm_forest_core_3[111506],,
rm_forest_core_2[102020],rm_forest_branch_2_0[111593],,
rm_forest_branch_2_0[111593],rm_forest_branch_2_0[111594],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_branch_2_0[111594],rm_forest_branch_2_0[111593],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_branch_2_0[111594],rm_forest_branch_2_1[111605],,
rm_forest_branch_2_1[111605],rm_forest_branch_2_1[111604],Jump{1} | Heavy_Ammo,
rm_forest_branch_2_1[111605],rm_forest_branch_2_1[111603],Jump{1} | Heavy_Ammo,
rm_forest_branch_2_1[111604],rm_forest_branch_2_1[111605],Jump{1} | Heavy_Ammo,
rm_forest_branch_2_1[111604],rm_forest_branch_2_1[111603],Jump{1} | Heavy_Ammo,
rm_forest_branch_2_1[111603],rm_forest_branch_2_1[111605],Jump{1} | Heavy_Ammo,
rm_forest_branch_2_1[111603],rm_forest_branch_2_1[111604],,
rm_forest_branch_2_1[111604],rm_forest_branch_2_2[111621],,
rm_forest_branch_2_2[111621],Living Quarters Fae Silver (Bottom Left),Jump{2} | (Jump{1} + (Charge_Jump | Heavy_Ammo)) | (Charge_Jump + Heavy_Ammo),
rm_forest_branch_2_1[111603],rm_forest_branch_2_3[111637],,
rm_forest_branch_2_3[111637],rm_forest_branch_2_3[111638],Jump{1} | Charge_Jump | Heavy_Ammo,
rm_forest_branch_2_3[111637],rm_forest_branch_2_3[111659],Jump{1} | Charge_Jump | Heavy_Ammo,
rm_forest_branch_2_3[111638],rm_forest_branch_2_3[111637],,
rm_forest_branch_2_3[111638],rm_forest_branch_2_3[111659],Jump{1} | Charge_Jump | Heavy_Ammo,
rm_forest_branch_2_3[111659],rm_forest_branch_2_3[111637],,
rm_forest_branch_2_3[111659],rm_forest_branch_2_3[111638],,
rm_forest_branch_2_3[111659],rm_forest_branch_2_6[112040],,
rm_forest_branch_2_6[112040],Living Quarters Fae Silver (Top Right),Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_branch_2_3[111638],rm_forest_branch_2_4[111667],,
rm_forest_branch_2_4[111667],rm_forest_branch_2_4[111666],,
rm_forest_branch_2_4[111666],rm_forest_branch_2_4[111667],,
rm_forest_branch_2_4[111666],rm_forest_branch_2_5[111691],,
rm_forest_branch_2_5[111691],rm_forest_branch_2_5[111690],,
rm_forest_branch_2_5[111690],rm_forest_branch_2_5[111691],,
rm_forest_branch_2_5[111690],rm_forest_core_3[111504],,
rm_forest_core_3[111504],rm_forest_core_3[111506],,
rm_forest_core_3[111504],rm_forest_core_3[111503],,
rm_forest_core_3[111504],rm_forest_core_3[111505],e_rm_forest_core_3_target + (Jump{1} | Charge_Jump),
rm_forest_core_3[111506],rm_forest_core_3[111504],,
rm_forest_core_3[111506],rm_forest_core_3[111503],,
rm_forest_core_3[111506],rm_forest_core_3[111505],e_rm_forest_core_3_target + (Jump{1} | Charge_Jump),
rm_forest_core_3[111503],rm_forest_core_3[111504],,
rm_forest_core_3[111503],rm_forest_core_3[111506],,
rm_forest_core_3[111503],rm_forest_core_3[111505],e_rm_forest_core_3_target + (Jump{1} | Charge_Jump),
rm_forest_core_3[111505],e_rm_forest_core_3_target,,
rm_forest_core_3[111505],rm_forest_core_3[111504],e_rm_forest_core_3_target,
rm_forest_core_3[111505],rm_forest_core_3[111506],e_rm_forest_core_3_target,
rm_forest_core_3[111505],rm_forest_core_3[111503],e_rm_forest_core_3_target,
rm_forest_core_3[111505],rm_forest_core_4[102050],,
rm_forest_core_3[111503],rm_forest_branch_3_0[111709],,
rm_forest_branch_3_0[111709],rm_forest_branch_3_0[111710],Jump{1} | Charge_Jump | Heavy_Ammo | (Grenade + grenade_boost),
rm_forest_branch_3_0[111710],rm_forest_branch_3_0[111709],,
rm_forest_branch_3_0[111710],rm_forest_branch_3_1[111723],,
rm_forest_branch_3_1[111723],rm_forest_branch_3_1[111726],Jump{1} | Charge_Jump | Heavy_Ammo | (Grenade + grenade_boost),
rm_forest_branch_3_1[111726],rm_forest_branch_3_1[111723],,
rm_forest_branch_3_1[111726],rm_forest_branch_3_2[111742],,111742:RB  111743:RT  111754:T
rm_forest_branch_3_2[111742],rm_forest_branch_3_2[111743],Jump{2} | (Jump{1} + Heavy_Ammo),RB>RT
rm_forest_branch_3_2[111742],rm_forest_branch_3_2[111754],Jump{2} | (Jump{1} + Heavy_Ammo),RB>T
rm_forest_branch_3_2[111743],rm_forest_branch_3_2[111742],Jump{2} | (Jump{1} + Heavy_Ammo),RT>RB
rm_forest_branch_3_2[111743],rm_forest_branch_3_2[111754],Jump{2} | (Jump{1} + Heavy_Ammo) | Charge_Jump,RT>T
rm_forest_branch_3_2[111754],rm_forest_branch_3_2[111742],Jump{2} | (Jump{1} + Heavy_Ammo),T>RB
rm_forest_branch_3_2[111754],rm_forest_branch_3_2[111743],,
rm_forest_branch_3_2[111754],rm_forest_lilly[112191],,
rm_forest_lilly[112191],Living Quarters Lucky Clover Pearl,,
rm_forest_branch_3_2[111743],rm_forest_branch_3_1[111725],,
rm_forest_branch_3_1[111725],rm_forest_branch_3_1[111724],,
rm_forest_branch_3_1[111724],rm_forest_branch_3_1[111725],,
rm_forest_branch_3_1[111724],rm_forest_branch_3_3[111755],,
rm_forest_branch_3_3[111755],rm_forest_branch_3_3[111756],,
rm_forest_branch_3_3[111756],rm_forest_branch_3_3[111755],Jump{1} | Charge_Jump | Heavy_Ammo,
rm_forest_branch_3_3[111756],rm_forest_core_4[102048],,
rm_forest_core_4[102048],rm_forest_core_4[102050],,
rm_forest_core_4[102048],rm_forest_core_4[102047],,
rm_forest_core_4[102048],rm_forest_core_4[102046],Charge_Jump | Jump{1},
rm_forest_core_4[102048],rm_forest_core_4[102051],Charge_Jump | Jump{1},
rm_forest_core_4[102050],rm_forest_core_4[102048],,
rm_forest_core_4[102050],rm_forest_core_4[102047],,
rm_forest_core_4[102050],rm_forest_core_4[102046],Charge_Jump | Jump{1},
rm_forest_core_4[102050],rm_forest_core_4[102051],Charge_Jump | Jump{1},
rm_forest_core_4[102047],rm_forest_core_4[102048],,
rm_forest_core_4[102047],rm_forest_core_4[102050],,
rm_forest_core_4[102047],rm_forest_core_4[102046],Charge_Jump | Jump{1},
rm_forest_core_4[102047],rm_forest_core_4[102051],Charge_Jump | Jump{1},
rm_forest_core_4[102046],rm_forest_core_4[102048],,
rm_forest_core_4[102046],rm_forest_core_4[102050],,
rm_forest_core_4[102046],rm_forest_core_4[102047],,
rm_forest_core_4[102046],rm_forest_core_4[102051],,
rm_forest_core_4[102051],rm_forest_core_4[102048],,
rm_forest_core_4[102051],rm_forest_core_4[102050],,
rm_forest_core_4[102051],rm_forest_core_4[102047],,
rm_forest_core_4[102051],rm_forest_core_4[102046],,
rm_forest_core_4[102047],rm_forest_core_5[101757],,
rm_forest_core_4[102051],rm_forest_extra_2[111904],,
rm_forest_extra_2[111904],rm_forest_extra_2[111921],Jump{1},
rm_forest_extra_2[111904],Living Quarters Wing Clipper,Jump{1},
rm_forest_extra_2[111921],rm_forest_extra_2[111904],Jump{3} | (Jump{1} + Heavy_Ammo),
rm_forest_extra_2[111921],Living Quarters Wing Clipper,Jump{3} | (Jump{1} + Heavy_Ammo),
rm_forest_extra_2[111921],rm_forest_core_5[101791],,
rm_forest_core_4[102046],rm_forest_branch_4_0[111774],,
rm_forest_branch_4_0[111774],rm_forest_branch_4_0[111773],Charge_Jump | Jump{1},
rm_forest_branch_4_0[111774],rm_forest_branch_4_0[111788],Charge_Jump | Jump{1},
rm_forest_branch_4_0[111773],rm_forest_branch_4_0[111774],,
rm_forest_branch_4_0[111773],rm_forest_branch_4_0[111788],,
rm_forest_branch_4_0[111788],rm_forest_branch_4_0[111774],,
rm_forest_branch_4_0[111788],rm_forest_branch_4_0[111773],,
rm_forest_branch_4_0[111788],rm_forest_extra_3[111922],,
rm_forest_extra_3[111922],Living Quarters MP UP,Jump{2} | (Heavy_Ammo + Jump{1}),
rm_forest_branch_4_0[111773],rm_forest_branch_4_1[111789],,
rm_forest_branch_4_1[111789],rm_forest_branch_4_1[111790],,
rm_forest_branch_4_1[111789],rm_forest_branch_4_1[111792],,
rm_forest_branch_4_1[111790],rm_forest_branch_4_1[111789],,
rm_forest_branch_4_1[111790],rm_forest_branch_4_1[111792],,
rm_forest_branch_4_1[111792],rm_forest_branch_4_1[111789],,
rm_forest_branch_4_1[111792],rm_forest_branch_4_1[111790],,
rm_forest_branch_4_1[111790],rm_forest_branch_4_2[111797],,
rm_forest_branch_4_1[111792],rm_forest_branch_4_3[111818],,
rm_forest_branch_4_3[111818],rm_forest_branch_4_3[111820],,
rm_forest_branch_4_3[111818],rm_forest_branch_4_3[111825],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111825],e_rm_forest_branch_4_3_target,,
rm_forest_branch_4_3[111825],rm_forest_branch_4_3[111818],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111825],rm_forest_branch_4_3[111820],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111820],rm_forest_branch_4_3[111818],,
rm_forest_branch_4_3[111820],rm_forest_branch_4_3[111825],e_rm_forest_branch_4_3_target,
rm_forest_branch_4_3[111825],rm_forest_to_rain[103708],,
rm_forest_to_rain[103704],rm_forest_to_rain[103708],Grenade + ((Jump{4} + Infinite_Grapple) | (Jump{2} + Heavy_Ammo)),
rm_forest_to_rain[103704],Living Quarters Flag,Grenade + ((Jump{4} + Infinite_Grapple) | (Jump{2} + Heavy_Ammo)),
rm_forest_to_rain[103708],rm_forest_to_rain[103704],Grenade + ((Jump{4} + Infinite_Grapple) | (Jump{2} + Heavy_Ammo)),
rm_forest_to_rain[103708],Living Quarters Flag,,
rm_forest_branch_4_3[111820],rm_forest_branch_4_2[111800],,
rm_forest_branch_4_2[111800],rm_forest_branch_4_2[111797],,
rm_forest_branch_4_2[111800],rm_forest_branch_4_2[111798],Jump{1} + Heavy_Ammo,
rm_forest_branch_4_2[111797],rm_forest_branch_4_2[111800],,
rm_forest_branch_4_2[111797],rm_forest_branch_4_2[111798],Jump{1} + Heavy_Ammo,
rm_forest_branch_4_2[111798],rm_forest_branch_4_2[111800],,
rm_forest_branch_4_2[111798],rm_forest_branch_4_2[111797],,
rm_forest_branch_4_2[111798],rm_forest_core_5[101760],,
rm_forest_core_5[101760],e_rm_forest_core_5_target,,
rm_forest_core_5[101760],rm_forest_core_5[101757],e_rm_forest_core_5_target,
rm_forest_core_5[101760],rm_forest_core_5[101758],,
rm_forest_core_5[101760],rm_forest_core_5[101791],e_rm_forest_core_5_target + (Charge_Jump | Jump{2} | (Jump{1} + Heavy_Ammo)),
rm_forest_core_5[101757],rm_forest_core_5[101760],e_rm_forest_core_5_target,
rm_forest_core_5[101757],rm_forest_core_5[101758],e_rm_forest_core_5_target,
rm_forest_core_5[101757],rm_forest_core_5[101791],Charge_Jump | Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_core_5[101791],rm_forest_core_5[101760],e_rm_forest_core_5_target,
rm_forest_core_5[101791],rm_forest_core_5[101757],,
rm_forest_core_5[101791],rm_forest_core_5[101758],e_rm_forest_core_5_target,
rm_forest_core_5[101758],e_rm_forest_core_5_target,,
rm_forest_core_5[101758],rm_forest_core_5[101760],,
rm_forest_core_5[101758],rm_forest_core_5[101757],e_rm_forest_core_5_target,
rm_forest_core_5[101758],rm_forest_core_5[101791],e_rm_forest_core_5_target + (Charge_Jump | Jump{2} | (Jump{1} + Heavy_Ammo)),
rm_forest_core_5[101758],rm_forest_core_6[101868],,
rm_forest_core_6[101868],rm_forest_core_6[101872],,
rm_forest_core_6[101868],rm_forest_core_6[101869],e_rm_forest_core_6_target,
rm_forest_core_6[101868],rm_forest_core_6[101867],e_rm_forest_core_6_target,
rm_forest_core_6[101872],rm_forest_core_6[101868],,
rm_forest_core_6[101872],rm_forest_core_6[101869],e_rm_forest_core_6_target,
rm_forest_core_6[101872],rm_forest_core_6[101867],e_rm_forest_core_6_target,
rm_forest_core_6[101869],e_rm_forest_core_6_target,,
rm_forest_core_6[101869],rm_forest_core_6[101867],,
rm_forest_core_6[101869],rm_forest_core_6[101868],e_rm_forest_core_6_target,
rm_forest_core_6[101869],rm_forest_core_6[101872],e_rm_forest_core_6_target,
rm_forest_core_6[101867],e_rm_forest_core_6_target,,
rm_forest_core_6[101867],rm_forest_core_6[101869],,
rm_forest_core_6[101867],rm_forest_core_6[101868],e_rm_forest_core_6_target,
rm_forest_core_6[101867],rm_forest_core_6[101872],e_rm_forest_core_6_target,
rm_forest_core_6[101867],rm_forest_boss[111970],,
rm_forest_core_6[101869],rm_forest_branch_5_2[112101],,
rm_forest_core_6[101872],rm_forest_branch_5_0[112054],,
rm_forest_branch_5_0[112054],rm_forest_branch_5_0[112055],Charge_Jump | Jump{1},
rm_forest_branch_5_0[112055],rm_forest_branch_5_0[112054],,
rm_forest_branch_5_0[112055],rm_forest_branch_5_1[112073],,
rm_forest_branch_5_1[112073],rm_forest_branch_5_1[112074],,
rm_forest_branch_5_1[112074],rm_forest_branch_5_1[112073],,
rm_forest_branch_5_1[112074],rm_forest_branch_5_2[112100],,
rm_forest_branch_5_2[112100],rm_forest_branch_5_2[112101],Jump{1},
rm_forest_branch_5_2[112101],rm_forest_branch_5_2[112100],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_forest_boss[111970],rm_forest_boss[111971],e_boss_maya_2,
rm_forest_boss[111970],e_boss_maya_2,Jump{1} | Charge_Jump,
rm_forest_boss[111970],Living Quarters Titania Piece,e_boss_maya_2,
rm_forest_boss[111971],rm_forest_boss[111970],e_boss_maya_2,
rm_forest_boss[111971],rm_forest_boss_after[112011],,
rm_forest_boss_after[112011],rm_forest_boss_after[112013],,
rm_forest_boss_after[112011],rm_forest_boss_after[112017],,
rm_forest_boss_after[112011],rm_forest_boss_after[112012],Jump{1} | Charge_Jump | Heavy_Ammo | (Grenade + grenade_boost),
rm_forest_boss_after[112013],rm_forest_boss_after[112011],,
rm_forest_boss_after[112013],rm_forest_boss_after[112017],,
rm_forest_boss_after[112013],rm_forest_boss_after[112012],Jump{1} | Charge_Jump | Heavy_Ammo | (Grenade + grenade_boost),
rm_forest_boss_after[112017],rm_forest_boss_after[112011],,
rm_forest_boss_after[112017],rm_forest_boss_after[112013],,
rm_forest_boss_after[112017],rm_forest_boss_after[112012],Jump{1} | Charge_Jump | Heavy_Ammo | (Grenade + grenade_boost),
rm_forest_boss_after[112012],rm_forest_boss_after[112011],,
rm_forest_boss_after[112012],rm_forest_boss_after[112013],,
rm_forest_boss_after[112012],rm_forest_boss_after[112017],,
rm_forest_boss_after[112012],rm_forest_extra_4[111940],,
rm_forest_extra_4[111940],Living Quarters Bolt Dispenser,,
rm_forest_boss_after[112017],rm_forest_boss_after_to_side[112131],,
rm_forest_boss_after[112013],rm_forest_boss_after_shortcut[112019],,
rm_forest_boss_after_shortcut[112019],rm_forest_boss_after_shortcut[112020],,
rm_forest_boss_after_shortcut[112020],rm_forest_boss_after_shortcut[112019],,
rm_forest_boss_after_shortcut[112020],rm_hell_to_forest[112161],,
rm_forest_boss_after_to_side[112131],e_rm_forest_boss_after_to_side_target,,
rm_forest_boss_after_to_side[112131],rm_forest_boss_after_to_side[112133],e_rm_forest_boss_after_to_side_target + (Jump{1} | Heavy_Ammo),
rm_forest_boss_after_to_side[112133],rm_forest_boss_after_to_side[112131],e_rm_forest_boss_after_to_side_target + (Jump{1} | Heavy_Ammo),
rm_meadow_to_snow_3[102914],rm_meadow_to_snow_3[102909],,
rm_meadow_to_snow_3[102909],rm_meadow_to_snow_3[102914],,
rm_meadow_to_snow_3[102909],rm_meadow_to_snow_2[102898],,
rm_meadow_to_snow_2[102898],rm_meadow_to_snow_2[102899],,
rm_meadow_to_snow_2[102899],rm_meadow_to_snow_2[102898],,
rm_meadow_to_snow_2[102899],rm_meadow_to_snow_1[102890],,
rm_meadow_to_snow_1[102890],rm_meadow_to_snow_1[102891],,
rm_meadow_to_snow_1[102891],rm_meadow_to_snow_1[102890],,
rm_meadow_to_snow_1[102891],rm_meadow_to_snow_0[102880],,
rm_meadow_to_snow_0[102880],rm_meadow_to_snow_0[102881],,
rm_meadow_to_snow_0[102880],rm_meadow_to_snow_0[102882],,
rm_meadow_to_snow_0[102880],Smoked Forest Titania's Protection,,
rm_meadow_to_snow_0[102881],rm_meadow_to_snow_0[102880],,
rm_meadow_to_snow_0[102881],rm_meadow_to_snow_0[102882],,
rm_meadow_to_snow_0[102881],Smoked Forest Titania's Protection,,
rm_meadow_to_snow_0[102882],rm_meadow_to_snow_0[102880],,
rm_meadow_to_snow_0[102882],rm_meadow_to_snow_0[102881],,
rm_meadow_to_snow_0[102882],Smoked Forest Titania's Protection,,
rm_meadow_to_snow_0[102882],rm_4_hidden_to_mount[102916],,
rm_4_hidden_to_mount[102916],rm_4_hidden_to_mount[102915],Grenade,bricked
rm_4_hidden_to_mount[102915],rm_4_hidden_to_mount[102916],Grenade,bricked
rm_4_hidden_to_mount[102915],rm_mount_3_alt[101251],,101251:LB  101248:RB  101252:LT  101249:RT
rm_mount_3_alt[101251],rm_mount_3_alt[101248],,
rm_mount_3_alt[101251],rm_mount_3_alt[101252],Jump{1},LB>LT
rm_mount_3_alt[101251],rm_mount_3_alt[101249],Jump{1},LB>RT
rm_mount_3_alt[101248],rm_mount_3_alt[101251],,
rm_mount_3_alt[101248],rm_mount_3_alt[101252],Jump{1},RB>LT
rm_mount_3_alt[101248],rm_mount_3_alt[101249],Jump{1},RB>RT
rm_mount_3_alt[101252],rm_mount_3_alt[101251],,
rm_mount_3_alt[101252],rm_mount_3_alt[101248],,
rm_mount_3_alt[101252],rm_mount_3_alt[101249],Jump{1} | Heavy_Ammo,LT>RT
rm_mount_3_alt[101249],rm_mount_3_alt[101251],,
rm_mount_3_alt[101249],rm_mount_3_alt[101248],,
rm_mount_3_alt[101249],rm_mount_3_alt[101252],Jump{1} | Heavy_Ammo,RT>LT
rm_mount_3_alt[101252],rm_mount_3_alt_hidden[103096],,
